id_vulnerabilidad,tipo,severidad,descripcion,fecha_detectada,fecha_resolucion,estado,id_sistema
161,"Insecure Deserialization",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #161. Requiere priorizaci├│n.",2024-11-20,NULL,Activa,19
162,"Open Port",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #162. Requiere priorizaci├│n.",2025-03-31,NULL,Activa,32
163,"SQL Injection",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #163. Requiere priorizaci├│n.",2025-10-05,2025-09-14,Resuelta,25
164,"SQL Injection",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #164. Requiere priorizaci├│n.",2025-03-12,NULL,Activa,30
165,"Weak Cipher",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #165. Requiere priorizaci├│n.",2025-05-08,2025-04-27,Resuelta,31
166,RCE,Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #166. Requiere priorizaci├│n.",2025-04-14,2025-08-25,Resuelta,7
167,"Insecure Deserialization",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #167. Requiere priorizaci├│n.",2025-09-24,NULL,Activa,38
168,"Default Credentials",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #168. Requiere priorizaci├│n.",2025-10-17,2025-08-21,Resuelta,20
169,"Insecure Deserialization",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #169. Requiere priorizaci├│n.",2025-03-05,2025-08-18,Resuelta,13
170,"Buffer Overflow",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #170. Requiere priorizaci├│n.",2025-05-09,NULL,Activa,31
171,"Open Port",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #171. Requiere priorizaci├│n.",2025-03-07,2025-06-13,Resuelta,33
172,"Insecure Deserialization",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #172. Requiere priorizaci├│n.",2025-01-15,2025-05-17,Resuelta,27
173,"Cross-Site Scripting",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #173. Requiere priorizaci├│n.",2024-12-02,2025-06-15,Resuelta,2
174,"Privilege Escalation",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #174. Requiere priorizaci├│n.",2025-08-18,2025-07-01,Resuelta,3
175,RCE,Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #175. Requiere priorizaci├│n.",2025-07-19,2025-10-07,Resuelta,33
176,"Default Credentials",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #176. Requiere priorizaci├│n.",2025-05-10,2025-07-25,Resuelta,19
177,RCE,Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #177. Requiere priorizaci├│n.",2025-06-26,NULL,Activa,35
178,"SQL Injection",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #178. Requiere priorizaci├│n.",2025-04-08,NULL,Activa,29
179,"Insecure Deserialization",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #179. Requiere priorizaci├│n.",2025-02-27,2025-08-10,Resuelta,11
180,"SQL Injection",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #180. Requiere priorizaci├│n.",2025-08-21,NULL,Activa,29
181,"Buffer Overflow",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #181. Requiere priorizaci├│n.",2025-10-22,2025-08-28,Resuelta,28
182,"Cross-Site Scripting",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #182. Requiere priorizaci├│n.",2025-08-30,NULL,Activa,5
183,"Misconfigured Service",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #183. Requiere priorizaci├│n.",2025-01-16,2025-10-01,Resuelta,19
184,"Open Port",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #184. Requiere priorizaci├│n.",2025-01-13,NULL,Activa,38
185,"Misconfigured Service",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #185. Requiere priorizaci├│n.",2025-06-05,2025-10-06,Resuelta,18
186,"Privilege Escalation",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #186. Requiere priorizaci├│n.",2025-11-01,NULL,Activa,40
187,"Default Credentials",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #187. Requiere priorizaci├│n.",2025-10-09,2025-05-28,Resuelta,38
188,RCE,Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #188. Requiere priorizaci├│n.",2025-02-11,NULL,Activa,32
189,"Default Credentials",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #189. Requiere priorizaci├│n.",2024-12-16,2025-07-08,Resuelta,35
190,"Weak Cipher",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #190. Requiere priorizaci├│n.",2025-07-16,2025-07-21,Resuelta,34
191,"Open Port",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #191. Requiere priorizaci├│n.",2025-08-19,2025-05-16,Resuelta,18
192,"Buffer Overflow",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #192. Requiere priorizaci├│n.",2025-10-19,2025-06-27,Resuelta,35
193,RCE,Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #193. Requiere priorizaci├│n.",2025-05-27,NULL,Activa,11
194,"Privilege Escalation",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #194. Requiere priorizaci├│n.",2025-05-31,NULL,Activa,20
195,"Buffer Overflow",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #195. Requiere priorizaci├│n.",2025-04-03,NULL,Activa,34
196,"Weak Cipher",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #196. Requiere priorizaci├│n.",2025-07-05,2025-06-29,Resuelta,18
197,"Cross-Site Scripting",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #197. Requiere priorizaci├│n.",2025-07-02,NULL,Activa,17
198,"SQL Injection",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #198. Requiere priorizaci├│n.",2024-12-18,NULL,Activa,27
199,"Default Credentials",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #199. Requiere priorizaci├│n.",2025-06-04,2025-06-27,Resuelta,1
200,"Privilege Escalation",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #200. Requiere priorizaci├│n.",2025-09-21,NULL,Activa,19
201,RCE,Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #201. Requiere priorizaci├│n.",2025-08-12,NULL,Activa,14
202,"Default Credentials",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #202. Requiere priorizaci├│n.",2025-05-19,NULL,Activa,11
203,"Weak Cipher",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #203. Requiere priorizaci├│n.",2025-03-29,2025-07-08,Resuelta,20
204,"Misconfigured Service",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #204. Requiere priorizaci├│n.",2024-12-10,2025-08-24,Resuelta,12
205,"Default Credentials",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #205. Requiere priorizaci├│n.",2025-05-17,NULL,Activa,27
206,"Misconfigured Service",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #206. Requiere priorizaci├│n.",2024-12-19,2025-05-30,Resuelta,11
207,"SQL Injection",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #207. Requiere priorizaci├│n.",2025-10-19,2025-09-30,Resuelta,12
208,"Default Credentials",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #208. Requiere priorizaci├│n.",2025-02-23,2025-07-10,Resuelta,27
209,"Weak Cipher",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #209. Requiere priorizaci├│n.",2025-04-17,2025-10-16,Resuelta,21
210,"Default Credentials",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #210. Requiere priorizaci├│n.",2025-08-12,2025-06-08,Resuelta,38
211,"SQL Injection",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #211. Requiere priorizaci├│n.",2025-09-01,NULL,Activa,12
212,"Privilege Escalation",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #212. Requiere priorizaci├│n.",2025-07-23,2025-09-04,Resuelta,31
213,"Weak Cipher",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #213. Requiere priorizaci├│n.",2025-05-02,NULL,Activa,1
214,"Privilege Escalation",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #214. Requiere priorizaci├│n.",2025-09-03,2025-08-18,Resuelta,10
215,RCE,Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #215. Requiere priorizaci├│n.",2025-01-01,NULL,Activa,36
216,"Insecure Deserialization",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #216. Requiere priorizaci├│n.",2025-09-02,NULL,Activa,20
217,"Cross-Site Scripting",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #217. Requiere priorizaci├│n.",2025-06-04,2025-09-30,Resuelta,33
218,"Cross-Site Scripting",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #218. Requiere priorizaci├│n.",2025-11-06,NULL,Activa,39
219,"SQL Injection",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #219. Requiere priorizaci├│n.",2025-03-25,2025-09-16,Resuelta,9
220,"Privilege Escalation",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #220. Requiere priorizaci├│n.",2025-07-25,NULL,Activa,28
221,"Privilege Escalation",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #221. Requiere priorizaci├│n.",2025-04-06,2025-06-21,Resuelta,16
222,"SQL Injection",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #222. Requiere priorizaci├│n.",2025-08-12,2025-05-26,Resuelta,4
223,RCE,Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #223. Requiere priorizaci├│n.",2024-11-21,2025-05-26,Resuelta,18
224,"Cross-Site Scripting",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #224. Requiere priorizaci├│n.",2025-01-21,2025-06-12,Resuelta,28
225,"Privilege Escalation",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #225. Requiere priorizaci├│n.",2025-01-25,NULL,Activa,13
226,"Misconfigured Service",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #226. Requiere priorizaci├│n.",2025-07-07,NULL,Activa,5
227,"Misconfigured Service",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #227. Requiere priorizaci├│n.",2025-04-04,NULL,Activa,4
228,RCE,Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #228. Requiere priorizaci├│n.",2025-09-23,2025-10-12,Resuelta,31
229,"Insecure Deserialization",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #229. Requiere priorizaci├│n.",2025-02-25,2025-06-10,Resuelta,10
230,"Buffer Overflow",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #230. Requiere priorizaci├│n.",2025-06-20,NULL,Activa,7
231,"Cross-Site Scripting",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #231. Requiere priorizaci├│n.",2025-08-19,2025-10-17,Resuelta,9
232,"Privilege Escalation",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #232. Requiere priorizaci├│n.",2025-07-04,2025-08-18,Resuelta,31
233,"Buffer Overflow",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #233. Requiere priorizaci├│n.",2025-06-09,2025-09-12,Resuelta,36
234,"Privilege Escalation",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #234. Requiere priorizaci├│n.",2025-09-18,NULL,Activa,8
235,"Default Credentials",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #235. Requiere priorizaci├│n.",2025-11-10,2025-10-27,Resuelta,28
236,"Open Port",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #236. Requiere priorizaci├│n.",2025-06-29,NULL,Activa,28
237,"Misconfigured Service",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #237. Requiere priorizaci├│n.",2025-07-19,2025-07-15,Resuelta,23
238,"Insecure Deserialization",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #238. Requiere priorizaci├│n.",2025-02-10,2025-08-18,Resuelta,5
239,"Open Port",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #239. Requiere priorizaci├│n.",2025-07-16,NULL,Activa,4
240,"Misconfigured Service",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #240. Requiere priorizaci├│n.",2025-01-09,NULL,Activa,38
241,"Insecure Deserialization",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #241. Requiere priorizaci├│n.",2024-12-01,NULL,Activa,25
242,"Insecure Deserialization",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #242. Requiere priorizaci├│n.",2025-03-18,2025-04-28,Resuelta,6
243,"Default Credentials",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #243. Requiere priorizaci├│n.",2025-02-10,2025-10-05,Resuelta,11
244,RCE,Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #244. Requiere priorizaci├│n.",2025-04-20,2025-05-17,Resuelta,22
245,"Weak Cipher",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #245. Requiere priorizaci├│n.",2025-03-11,NULL,Activa,11
246,"Buffer Overflow",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #246. Requiere priorizaci├│n.",2024-12-31,NULL,Activa,20
247,RCE,Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #247. Requiere priorizaci├│n.",2025-02-12,NULL,Activa,4
248,"Default Credentials",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #248. Requiere priorizaci├│n.",2024-12-12,2025-08-10,Resuelta,23
249,RCE,Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #249. Requiere priorizaci├│n.",2024-11-13,2025-11-09,Resuelta,12
250,"Open Port",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #250. Requiere priorizaci├│n.",2025-04-21,2025-11-01,Resuelta,20
251,"Insecure Deserialization",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #251. Requiere priorizaci├│n.",2025-04-07,2025-05-17,Resuelta,25
252,"Open Port",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #252. Requiere priorizaci├│n.",2025-07-25,NULL,Activa,13
253,"Weak Cipher",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #253. Requiere priorizaci├│n.",2025-01-14,2025-10-25,Resuelta,28
254,"Privilege Escalation",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #254. Requiere priorizaci├│n.",2025-02-03,2025-10-19,Resuelta,1
255,"Cross-Site Scripting",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #255. Requiere priorizaci├│n.",2024-12-25,2025-10-03,Resuelta,1
256,"Misconfigured Service",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #256. Requiere priorizaci├│n.",2025-04-25,2025-10-12,Resuelta,33
257,"SQL Injection",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #257. Requiere priorizaci├│n.",2025-03-21,2025-11-07,Resuelta,5
258,"Privilege Escalation",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #258. Requiere priorizaci├│n.",2025-03-19,NULL,Activa,1
259,RCE,Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #259. Requiere priorizaci├│n.",2025-01-14,2025-07-12,Resuelta,26
260,RCE,Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #260. Requiere priorizaci├│n.",2025-04-30,2025-11-07,Resuelta,39
261,"Open Port",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #261. Requiere priorizaci├│n.",2025-09-02,2025-08-22,Resuelta,20
262,"SQL Injection",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #262. Requiere priorizaci├│n.",2025-03-12,2025-07-29,Resuelta,24
263,"Privilege Escalation",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #263. Requiere priorizaci├│n.",2024-12-06,NULL,Activa,40
264,"Privilege Escalation",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #264. Requiere priorizaci├│n.",2025-07-11,NULL,Activa,9
265,"Open Port",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #265. Requiere priorizaci├│n.",2024-12-03,2025-06-13,Resuelta,33
266,"Privilege Escalation",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #266. Requiere priorizaci├│n.",2024-11-27,2025-08-16,Resuelta,19
267,"Misconfigured Service",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #267. Requiere priorizaci├│n.",2025-05-23,NULL,Activa,4
268,"Insecure Deserialization",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #268. Requiere priorizaci├│n.",2025-05-25,2025-07-20,Resuelta,26
269,"Open Port",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #269. Requiere priorizaci├│n.",2025-10-06,2025-06-03,Resuelta,14
270,"Privilege Escalation",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #270. Requiere priorizaci├│n.",2025-03-17,NULL,Activa,38
271,"Misconfigured Service",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #271. Requiere priorizaci├│n.",2024-12-06,2025-09-12,Resuelta,20
272,"Cross-Site Scripting",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #272. Requiere priorizaci├│n.",2025-07-28,NULL,Activa,14
273,"Insecure Deserialization",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #273. Requiere priorizaci├│n.",2024-12-19,2025-06-25,Resuelta,18
274,"Weak Cipher",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #274. Requiere priorizaci├│n.",2025-07-03,2025-06-30,Resuelta,28
275,"Misconfigured Service",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #275. Requiere priorizaci├│n.",2024-12-04,2025-07-26,Resuelta,21
276,"Weak Cipher",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #276. Requiere priorizaci├│n.",2025-09-26,2025-06-06,Resuelta,6
277,"SQL Injection",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #277. Requiere priorizaci├│n.",2024-12-28,2025-07-24,Resuelta,8
278,"Misconfigured Service",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #278. Requiere priorizaci├│n.",2025-11-03,NULL,Activa,21
279,"Privilege Escalation",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #279. Requiere priorizaci├│n.",2024-11-14,2025-09-09,Resuelta,29
280,"Weak Cipher",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #280. Requiere priorizaci├│n.",2025-01-30,NULL,Activa,20
281,"Default Credentials",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #281. Requiere priorizaci├│n.",2025-01-22,NULL,Activa,18
282,RCE,Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #282. Requiere priorizaci├│n.",2025-06-26,NULL,Activa,40
283,"Insecure Deserialization",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #283. Requiere priorizaci├│n.",2025-06-03,NULL,Activa,4
284,"Weak Cipher",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #284. Requiere priorizaci├│n.",2025-09-20,2025-06-04,Resuelta,28
285,"SQL Injection",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #285. Requiere priorizaci├│n.",2025-05-23,NULL,Activa,2
286,"Insecure Deserialization",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #286. Requiere priorizaci├│n.",2025-05-21,NULL,Activa,10
287,"Buffer Overflow",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #287. Requiere priorizaci├│n.",2025-03-08,NULL,Activa,16
288,"Insecure Deserialization",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #288. Requiere priorizaci├│n.",2024-12-19,NULL,Activa,11
289,"Privilege Escalation",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #289. Requiere priorizaci├│n.",2025-03-05,NULL,Activa,21
290,"Insecure Deserialization",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #290. Requiere priorizaci├│n.",2025-09-22,NULL,Activa,19
291,"SQL Injection",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #291. Requiere priorizaci├│n.",2025-05-30,NULL,Activa,24
292,"Insecure Deserialization",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #292. Requiere priorizaci├│n.",2025-03-06,2025-07-23,Resuelta,23
293,"Buffer Overflow",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #293. Requiere priorizaci├│n.",2025-06-01,2025-05-13,Resuelta,20
294,"Misconfigured Service",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #294. Requiere priorizaci├│n.",2025-08-29,2025-05-10,Resuelta,13
295,"Weak Cipher",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #295. Requiere priorizaci├│n.",2025-05-25,NULL,Activa,19
296,"Weak Cipher",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #296. Requiere priorizaci├│n.",2025-10-21,2025-09-11,Resuelta,15
297,"Insecure Deserialization",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #297. Requiere priorizaci├│n.",2025-05-01,2025-08-18,Resuelta,2
298,"Default Credentials",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #298. Requiere priorizaci├│n.",2025-02-03,2025-07-19,Resuelta,12
299,"Insecure Deserialization",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #299. Requiere priorizaci├│n.",2025-09-09,2025-05-16,Resuelta,36
300,"Open Port",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #300. Requiere priorizaci├│n.",2024-11-24,NULL,Activa,6
301,"Buffer Overflow",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #301. Requiere priorizaci├│n.",2025-09-28,2025-04-30,Resuelta,12
302,"Weak Cipher",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #302. Requiere priorizaci├│n.",2025-07-05,NULL,Activa,24
303,"Buffer Overflow",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #303. Requiere priorizaci├│n.",2025-03-07,NULL,Activa,23
304,"Weak Cipher",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #304. Requiere priorizaci├│n.",2025-06-23,2025-06-01,Resuelta,16
305,"Privilege Escalation",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #305. Requiere priorizaci├│n.",2025-02-16,NULL,Activa,6
306,"Buffer Overflow",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #306. Requiere priorizaci├│n.",2025-06-07,NULL,Activa,3
307,"Insecure Deserialization",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #307. Requiere priorizaci├│n.",2025-04-13,2025-06-01,Resuelta,12
308,"Cross-Site Scripting",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #308. Requiere priorizaci├│n.",2025-04-14,NULL,Activa,36
309,"Buffer Overflow",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #309. Requiere priorizaci├│n.",2025-05-13,NULL,Activa,6
310,"Misconfigured Service",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #310. Requiere priorizaci├│n.",2024-12-05,2025-10-02,Resuelta,3
311,"Open Port",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #311. Requiere priorizaci├│n.",2025-02-28,2025-09-18,Resuelta,38
312,RCE,Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #312. Requiere priorizaci├│n.",2024-12-09,2025-09-08,Resuelta,11
313,"Misconfigured Service",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #313. Requiere priorizaci├│n.",2025-06-07,NULL,Activa,37
314,"Privilege Escalation",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #314. Requiere priorizaci├│n.",2025-02-09,2025-10-19,Resuelta,6
315,"Weak Cipher",Alta,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #315. Requiere priorizaci├│n.",2025-04-27,2025-06-04,Resuelta,31
316,RCE,Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #316. Requiere priorizaci├│n.",2024-11-20,2025-07-07,Resuelta,9
317,"Privilege Escalation",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #317. Requiere priorizaci├│n.",2025-02-14,NULL,Activa,15
318,"Weak Cipher",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #318. Requiere priorizaci├│n.",2025-01-13,NULL,Activa,33
319,"Buffer Overflow",Media,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #319. Requiere priorizaci├│n.",2024-12-15,NULL,Activa,33
320,"Misconfigured Service",Baja,"Vulnerabilidad identificada por esc├íner autom├ítico. Ref #320. Requiere priorizaci├│n.",2025-02-04,NULL,Activa,23
